Member_number,without pattern
3573,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3574,"['rolls/buns', 'soda', 'yogurt', 'pip fruit', 'canned beer']"
3575,"['whole milk', 'soda', 'butter', 'frozen vegetables', 'canned fish']"
3576,"['whole milk', 'sausage', 'pastry', 'brown bread', 'frankfurter']"
3577,"['whole milk', 'rolls/buns', 'bottled water', 'shopping bags', 'whipped/sour cream']"
3578,"['whole milk', 'yogurt', 'root vegetables', 'sausage', 'citrus fruit']"
3579,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3580,"['whole milk', 'rolls/buns', 'soda', 'citrus fruit', 'canned beer']"
3581,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3582,"['whole milk', 'rolls/buns', 'soda', 'tropical fruit', 'bottled water']"
3583,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3584,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'pastry']"
3585,"['whole milk', 'other vegetables', 'bottled water', 'citrus fruit', 'bottled beer']"
3586,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'newspapers']"
3587,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'pastry']"
3588,"['whole milk', 'other vegetables', 'yogurt', 'bottled water', 'citrus fruit']"
3589,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'tropical fruit']"
3590,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3591,"['whole milk', 'soda', 'yogurt', 'sausage', 'newspapers']"
3592,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3593,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
3594,"['other vegetables', 'tropical fruit', 'candy', 'canned fish']"
3595,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3596,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3597,"['other vegetables', 'soda', 'root vegetables', 'sausage', 'pork']"
3598,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
3599,"['other vegetables', 'bottled water', 'citrus fruit', 'bottled beer', 'domestic eggs']"
3600,"['whole milk', 'other vegetables', 'tropical fruit', 'bottled water', 'sausage']"
3601,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3602,"['whole milk', 'root vegetables', 'tropical fruit', 'canned beer', 'brown bread']"
3603,"['whole milk', 'other vegetables', 'root vegetables', 'shopping bags', 'brown bread']"
3604,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3605,"['soda', 'root vegetables', 'tropical fruit', 'sausage']"
3606,"['whipped/sour cream', 'brown bread', 'newspapers', 'UHT-milk', 'sugar']"
3607,"['other vegetables', 'rolls/buns', 'yogurt', 'frankfurter', 'margarine']"
3608,"['whole milk', 'other vegetables', 'rolls/buns', 'sausage', 'shopping bags']"
3609,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'bottled water']"
3610,"['whole milk', 'other vegetables', 'root vegetables', 'salty snack']"
3611,"['whole milk', 'soda', 'tropical fruit', 'bottled water', 'sausage']"
3612,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'citrus fruit']"
3613,"['whole milk', 'yogurt', 'root vegetables', 'tropical fruit', 'bottled water']"
3614,"['other vegetables', 'tropical fruit', 'citrus fruit', 'pastry', 'pip fruit']"
3615,"['whole milk', 'sausage', 'citrus fruit', 'pip fruit', 'shopping bags']"
3616,"['other vegetables', 'rolls/buns', 'soda', 'canned beer', 'whipped/sour cream']"
3617,"['other vegetables', 'pastry', 'bottled beer', 'brown bread', 'frankfurter']"
3618,"['whole milk', 'yogurt', 'citrus fruit', 'brown bread', 'butter']"
3619,"['other vegetables', 'rolls/buns', 'soda', 'tropical fruit', 'sausage']"
3620,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'bottled water']"
3621,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3622,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
3623,"['whole milk', 'other vegetables', 'tropical fruit', 'citrus fruit', 'brown bread']"
3624,"['root vegetables', 'shopping bags', 'butter', 'dessert', 'hard cheese']"
3625,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'berries']"
3626,['soda']
3627,"['whole milk', 'root vegetables', 'bottled beer', 'butter', 'beef']"
3628,"['other vegetables', 'yogurt', 'beef', 'cream cheese ', 'nut snack']"
3629,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3630,"['yogurt', 'butter', 'beef', 'curd', 'cream cheese ']"
3631,"['soda', 'root vegetables', 'frozen vegetables', 'pet care']"
3632,"['other vegetables', 'tropical fruit', 'candy']"
3633,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3634,"['soda', 'bottled water', 'citrus fruit', 'beef', 'margarine']"
3635,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3636,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'bottled water']"
3637,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3638,"['citrus fruit', 'pip fruit', 'pork', 'fruit/vegetable juice', 'chicken']"
3639,"['root vegetables', 'whipped/sour cream', 'newspapers', 'coffee', 'hygiene articles']"
3640,"['whole milk', 'tropical fruit', 'bottled water', 'sausage', 'pastry']"
3641,"['other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit', 'bottled water']"
3642,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3643,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3644,"['yogurt', 'tropical fruit', 'pastry', 'bottled beer', 'frankfurter']"
3645,"['rolls/buns', 'soda', 'yogurt', 'bottled water', 'sausage']"
3646,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'pip fruit']"
3647,"['whole milk', 'other vegetables', 'bottled beer', 'cream cheese ', 'sugar']"
3648,"['other vegetables', 'soda', 'frankfurter', 'cream cheese ']"
3649,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'sausage']"
3650,"['bottled beer', 'whipped/sour cream', 'curd', 'frozen vegetables']"
3651,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3652,"['onions', 'chewing gum', 'white wine', 'soft cheese', 'frozen potato products']"
3653,"['other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit', 'sausage']"
3654,"['tropical fruit', 'bottled water', 'newspapers', 'coffee', 'frozen vegetables']"
3655,"['rolls/buns', 'root vegetables', 'bottled water', 'brown bread', 'butter']"
3656,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3657,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3658,"['whole milk', 'soda', 'yogurt', 'pip fruit', 'bottled beer']"
3659,"['whole milk', 'citrus fruit', 'canned beer', 'pork']"
3660,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3661,"['whole milk', 'other vegetables', 'pastry', 'pip fruit', 'shopping bags']"
3662,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
3663,"['whole milk', 'rolls/buns', 'root vegetables', 'tropical fruit', 'citrus fruit']"
3664,"['whole milk', 'other vegetables', 'soda', 'sausage', 'pastry']"
3665,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3666,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3667,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'sausage']"
3668,"['whole milk', 'yogurt', 'root vegetables', 'tropical fruit', 'citrus fruit']"
3669,"['whole milk', 'other vegetables', 'soda', 'tropical fruit', 'bottled water']"
3670,"['whole milk', 'other vegetables', 'soda', 'domestic eggs', 'margarine']"
3671,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'shopping bags']"
3672,"['whole milk', 'yogurt', 'root vegetables', 'sausage', 'canned beer']"
3673,"['whole milk', 'other vegetables', 'soda', 'pastry', 'canned beer']"
3674,"['other vegetables', 'rolls/buns', 'yogurt', 'root vegetables', 'pip fruit']"
3675,"['whole milk', 'rolls/buns', 'pastry', 'pork', 'butter']"
3676,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'sausage']"
3677,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
3678,"['whole milk', 'other vegetables', 'root vegetables', 'canned beer', 'newspapers']"
3679,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
3680,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
3681,"['whole milk', 'sausage', 'pastry', 'bottled beer', 'whipped/sour cream']"
3682,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3683,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3684,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3685,"['other vegetables', 'soda', 'tropical fruit', 'frozen fish', 'spices']"
3686,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3687,"['other vegetables', 'rolls/buns', 'soda', 'citrus fruit', 'canned beer']"
3688,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3689,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'bottled water']"
3690,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3691,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3692,"['whole milk', 'rolls/buns', 'tropical fruit', 'bottled water', 'citrus fruit']"
3693,"['whole milk', 'root vegetables', 'berries', 'beverages']"
3694,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
3695,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3696,"['yogurt', 'bottled water', 'citrus fruit', 'pastry', 'domestic eggs']"
3697,"['rolls/buns', 'soda', 'yogurt', 'sausage', 'pip fruit']"
3698,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'citrus fruit']"
3699,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'bottled water']"
3700,['whole milk']
3701,"['rolls/buns', 'soda', 'tropical fruit', 'citrus fruit', 'shopping bags']"
3703,"['rolls/buns', 'yogurt', 'root vegetables', 'canned beer', 'domestic eggs']"
3704,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3705,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3706,"['onions', 'chewing gum', 'white wine', 'soft cheese', 'frozen potato products']"
3707,"['whole milk', 'root vegetables', 'tropical fruit', 'pastry', 'bottled beer']"
3708,"['whole milk', 'bottled water', 'pastry', 'pip fruit', 'shopping bags']"
3709,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'citrus fruit']"
3710,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3711,"['whole milk', 'bottled water', 'pastry', 'bottled beer', 'domestic eggs']"
3712,"['whole milk', 'yogurt', 'sausage', 'citrus fruit', 'coffee']"
3713,"['whole milk', 'other vegetables', 'root vegetables', 'sausage', 'citrus fruit']"
3714,"['other vegetables', 'domestic eggs', 'ham', 'hard cheese']"
3715,['whole milk']
3716,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'sausage']"
3717,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3718,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3719,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3720,"['soda', 'root vegetables', 'bottled water', 'sausage', 'pastry']"
3721,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3722,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3723,"['whole milk', 'yogurt', 'pip fruit', 'long life bakery product']"
3724,"['other vegetables', 'sausage', 'citrus fruit', 'fruit/vegetable juice', 'curd']"
3725,"['rolls/buns', 'yogurt', 'root vegetables', 'citrus fruit', 'whipped/sour cream']"
3726,['whole milk']
3727,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
3728,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'citrus fruit']"
3729,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3730,"['other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit', 'sausage']"
3731,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3732,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3733,"['whole milk', 'yogurt', 'root vegetables', 'pastry', 'pip fruit']"
3734,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3735,"['whole milk', 'rolls/buns', 'pastry', 'pip fruit', 'shopping bags']"
3736,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3737,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3738,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3739,"['rolls/buns', 'soda', 'frankfurter', 'salty snack', 'butter milk']"
3740,"['pork', 'frozen vegetables', 'rum']"
3741,"['whole milk', 'rolls/buns', 'soda', 'pastry', 'shopping bags']"
3743,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
3744,"['whole milk', 'soda', 'tropical fruit', 'bottled water', 'citrus fruit']"
3745,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
3746,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3747,"['whole milk', 'soda', 'sausage', 'pastry', 'shopping bags']"
3748,"['whole milk', 'other vegetables', 'soda', 'pastry', 'pip fruit']"
3749,"['whole milk', 'other vegetables', 'tropical fruit', 'bottled water', 'pip fruit']"
3750,"['rolls/buns', 'yogurt', 'root vegetables', 'pip fruit']"
3751,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'citrus fruit']"
3752,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
3753,"['whole milk', 'rolls/buns', 'pastry', 'bottled beer', 'whipped/sour cream']"
3754,"['whole milk', 'rolls/buns', 'pastry', 'pip fruit', 'canned beer']"
3755,"['other vegetables', 'root vegetables', 'newspapers', 'beef', 'ice cream']"
3756,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'bottled water']"
3757,"['whole milk', 'other vegetables', 'soda', 'tropical fruit', 'bottled water']"
3758,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
3759,"['whole milk', 'other vegetables', 'soda', 'pip fruit', 'newspapers']"
3760,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3761,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3762,"['other vegetables', 'rolls/buns', 'yogurt', 'root vegetables', 'tropical fruit']"
3763,"['whole milk', 'soda', 'tropical fruit', 'citrus fruit', 'canned beer']"
3764,"['whole milk', 'other vegetables', 'soda', 'tropical fruit', 'bottled water']"
3765,"['soda', 'yogurt', 'tropical fruit', 'bottled water', 'sausage']"
3766,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'citrus fruit']"
3767,"['other vegetables', 'rolls/buns', 'bottled beer', 'butter', 'margarine']"
3768,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3769,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3770,"['whole milk', 'pip fruit', 'frankfurter', 'curd', 'cream cheese ']"
3771,"['whole milk', 'other vegetables', 'bottled water', 'salty snack', 'dishes']"
3772,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
3773,"['soda', 'tropical fruit', 'bottled water', 'pastry', 'bottled beer']"
3774,"['whole milk', 'rolls/buns', 'soda', 'citrus fruit', 'pip fruit']"
3775,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3776,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
3777,"['whole milk', 'waffles', 'specialty bar']"
3778,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'sausage']"
3779,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
3780,"['other vegetables', 'rolls/buns', 'domestic eggs', 'coffee', 'cling film/bags']"
3781,"['soda', 'yogurt', 'tropical fruit', 'pip fruit', 'bottled beer']"
3782,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3783,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3784,"['rolls/buns', 'soda', 'whipped/sour cream', 'coffee', 'chocolate']"
3785,"['other vegetables', 'soda', 'root vegetables', 'tropical fruit', 'sausage']"
3786,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3787,"['yogurt', 'pip fruit', 'whipped/sour cream', 'brown bread', 'domestic eggs']"
3788,"['tropical fruit', 'bottled water']"
3789,"['rolls/buns', 'soda', 'yogurt', 'root vegetables', 'bottled water']"
3790,"['yogurt', 'sausage', 'pip fruit', 'brown bread', 'domestic eggs']"
3791,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'whipped/sour cream']"
3792,"['whole milk', 'other vegetables', 'yogurt', 'sausage', 'citrus fruit']"
3793,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3794,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
3795,"['soda', 'yogurt', 'pastry', 'bottled beer', 'newspapers']"
3796,"['soda', 'bottled beer', 'beverages']"
3797,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'sausage']"
3798,"['other vegetables', 'soda', 'yogurt', 'whipped/sour cream', 'coffee']"
3799,"['whole milk', 'other vegetables', 'soda', 'tropical fruit', 'bottled water']"
3800,"['whole milk', 'other vegetables', 'newspapers', 'domestic eggs', 'curd']"
3801,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'citrus fruit']"
3802,"['yogurt', 'root vegetables', 'sausage', 'citrus fruit', 'frankfurter']"
3803,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3804,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3805,"['whole milk', 'rolls/buns', 'hamburger meat', 'beverages']"
3806,"['tropical fruit', 'pip fruit', 'canned beer', 'butter', 'beef']"
3807,"['rolls/buns', 'yogurt', 'pip fruit', 'canned beer', 'frankfurter']"
3808,"['whole milk', 'other vegetables', 'rolls/buns', 'sausage', 'citrus fruit']"
3809,"['whole milk', 'other vegetables', 'root vegetables', 'bottled water', 'shopping bags']"
3810,"['other vegetables', 'yogurt', 'bottled water', 'sausage', 'butter']"
3811,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3812,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3813,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3814,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
3815,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'pastry']"
